#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
gt2k;Golden Tee 2K (v1.00);mame;;2000;Incredible Technologies;;2;0;trackball,trackball;good;1;raster;;;;2;;;;
gt2kp100;Golden Tee 2K (v1.00) (alt protection);mame;gt2k;2000;Incredible Technologies;;2;0;trackball,trackball;good;1;raster;gt2k;;;2;;;;
gt2ks100;Golden Tee 2K (v1.00S);mame;gt2k;2000;Incredible Technologies;;2;0;trackball,trackball;good;1;raster;gt2k;;;2;;;;
gt2kt500;Golden Tee 2K Tournament (v5.00);mame;gt2k;2000;Incredible Technologies;;2;0;trackball,trackball;good;1;raster;gt2k;;;2;;;;
gtgj31;Golden Tee Golf (Joystick, v3.1);mame;gtg;1990;Strata/Incredible Technologies;;2;0;joystick (8-way),joystick (8-way);good;1;raster;gtg;;;1;;;;
gtg;Golden Tee Golf (Joystick, v3.3);mame;;1990;Strata/Incredible Technologies;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;;
gtgt1;Golden Tee Golf (Trackball, v1.0);mame;gtg;1989;Strata/Incredible Technologies;;1;0;trackball;good;1;raster;gtg;;;2;;;;
gtgt;Golden Tee Golf (Trackball, v2.0);mame;gtg;1989;Strata/Incredible Technologies;;1;0;trackball;good;1;raster;gtg;;;2;;;;
gtg2j;Golden Tee Golf II (Joystick, V1.0);mame;gtg2;1991;Strata/Incredible Technologies;;2;0;joystick (8-way),joystick (8-way);good;1;raster;gtg2;;;1;;;;
gtg2t;Golden Tee Golf II (Trackball, V1.1);mame;gtg2;1989;Strata/Incredible Technologies;;2;0;trackball,trackball;good;1;raster;gtg2;;;2;;;;
gtg2;Golden Tee Golf II (Trackball, V2.2);mame;;1992;Strata/Incredible Technologies;;2;0;trackball,trackball;good;1;raster;;;;2;;;;
gorf;Gorf;mame;;1981;Dave Nutting Associates / Midway;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;1;;;;
gorfpgm1;Gorf (program 1);mame;gorf;1981;Dave Nutting Associates / Midway;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;gorf;;;1;;;;
gorfpgm1g;Gorf (program 1, with German Language ROM);mame;gorf;1981;Dave Nutting Associates / Midway;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;gorf;;;1;;;;
powerinsj;Gouketsuji Ichizoku (Japan);mame;powerins;1993;Atlus;;2;0;joystick (8-way),joystick (8-way);good;1;raster;powerins;;;4;;;;
powerinspj;Gouketsuji Ichizoku (Japan, prototype);mame;powerins;1993;Atlus;;2;0;joystick (8-way),joystick (8-way);good;1;raster;powerins;;;4;;;;
gradiusb;Gradius (Bubble System);mame;;1985;Konami;;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;bubsys;;;3;;;;
gradius;Gradius (Japan, ROM version);mame;nemesis;1985;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;nemesis;;;3;;;;
gradius2;Gradius II - GOFER no Yabou (Japan New Ver.);mame;vulcan;1988;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;vulcan;;;3;;;;
gradius2a;Gradius II - GOFER no Yabou (Japan Old Ver.);mame;vulcan;1988;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;vulcan;;;3;;;;
gradius2b;Gradius II - GOFER no Yabou (Japan Older Ver.);mame;vulcan;1988;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;vulcan;;;3;;;;
gradius3a;Gradius III (Asia);mame;gradius3;1989;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;gradius3;;;3;;;;
gradius3j;Gradius III (Japan, program code S);mame;gradius3;1989;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;gradius3;;;3;;;;
gradius3js;Gradius III (Japan, program code S, split);mame;gradius3;1989;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;gradius3;;;3;;;;
gradius3;Gradius III (World, program code R);mame;;1989;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
gradius4;Gradius IV: Fukkatsu (ver JAC);mame;;1998;Konami;;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;;
polepos2bi;Gran Premio F1 (Italian bootleg of Pole Position II);mame;polepos2;1984;bootleg;;1;0;dial,pedal;imperfect;1;raster;polepos2;;;1;;;;
polepos2bs;Gran Premio F1 (Spanish bootleg of Pole Position II);mame;polepos2;1984;bootleg (BCN Internacional S.A.);;1;0;dial,pedal;imperfect;1;raster;polepos2;;;1;;;;
gratiaa;Gratia - Second Earth (ver 1.0, 91022-10 version);mame;gratia;1996;Jaleco;;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;gratia;;;5;;;;
gratia;Gratia - Second Earth (ver 1.0, 92047-01 version);mame;;1996;Jaleco;;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;5;;;;
gravitar1;Gravitar (version 1);mame;gravitar;1982;Atari;;1;0;joystick (2-way);good;1;vector;gravitar;;;3;;;;
gravitar2;Gravitar (version 2);mame;gravitar;1982;Atari;;1;0;joystick (2-way);good;1;vector;gravitar;;;3;;;;
gravitar;Gravitar (version 3);mame;;1982;Atari;;1;0;joystick (2-way);good;1;vector;;;;3;;;;
gtmr2u;Great 1000 Miles Rally 2 USA (95/05/18);mame;gtmr2;1995;Kaneko;;2;0;joystick (8-way),dial,paddle,joystick (8-way);good;1;raster;gtmr2;;;8;;;;
gtmre;Great 1000 Miles Rally: Evolution Model!!! (94/09/06);mame;gtmr;1994;Kaneko;;2;0;joystick (8-way),dial,paddle,joystick (8-way);good;1;raster;gtmr;;;2;;;;
gtmrusa;Great 1000 Miles Rally: U.S.A Version! (94/09/06);mame;gtmr;1994;Kaneko;;2;0;joystick (8-way),dial,paddle,joystick (8-way);good;1;raster;gtmr;;;2;;;;
gberet;Green Beret;mame;;1985;Konami;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
gberetb;Green Beret (bootleg);mame;gberet;1985;bootleg;;1;0;joystick (8-way);good;1;raster;gberet;;;2;;;;
growlu;Growl (US);mame;growl;1990;Taito America Corporation;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;growl;;;3;;;;
growla;Growl (World);mame;growl;1990;Taito Corporation Japan;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;growl;;;3;;;;
growl;Growl (World, Rev 1);mame;;1990;Taito Corporation Japan;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
growlp;Growl (World, prototype);mame;growl;1990;Taito Corporation Japan;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;growl;;;3;;;;
grdians;Guardians / Denjin Makai II (P-FG01-1 PCB);mame;;1995;Winkysoft (Banpresto license);;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;;
grdiansa;Guardians / Denjin Makai II (P0-113A PCB);mame;grdians;1995;Winkysoft (Banpresto license);;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;grdians;;;3;;;;
gwarb;Guerrilla War (Joystick hack bootleg);mame;gwar;1987;bootleg;;2;270;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;gwar;;;2;;;;
gwar;Guerrilla War (US);mame;;1987;SNK;;2;270;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;;;;2;;;;
gwara;Guerrilla War (Version 1, set 1);mame;gwar;1987;SNK;;2;270;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;gwar;;;2;;;;
gwarab;Guerrilla War (Version 1, set 2);mame;gwar;1987;SNK;;2;270;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;gwar;;;2;;;;
gwarj;Guevara (Japan);mame;gwar;1987;SNK;;2;270;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;gwar;;;2;;;;
gunfront;Gun & Frontier (World);mame;;1990;Taito Corporation Japan;;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
gunforc2;Gun Force II (US);mame;;1994;Irem;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
gunfrontj;Gun Frontier (Japan);mame;gunfront;1990;Taito Corporation;;2;270;joystick (8-way),joystick (8-way);good;1;raster;gunfront;;;2;;;;
gunsmokeg;Gun.Smoke (Germany, censored);mame;gunsmoke;1985;Capcom;;2;270;joystick (8-way),joystick (8-way);good;1;raster;gunsmoke;;;3;;;;
gunsmokej;Gun.Smoke (Japan, 851115);mame;gunsmoke;1985;Capcom;;2;270;joystick (8-way),joystick (8-way);good;1;raster;gunsmoke;;;3;;;;
gunsmokeua;Gun.Smoke (US, 851115, set 1);mame;gunsmoke;1985;Capcom (Romstar license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;gunsmoke;;;3;;;;
gunsmokeub;Gun.Smoke (US, 851115, set 2);mame;gunsmoke;1986;Capcom (Romstar license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;gunsmoke;;;3;;;;
gunsmokeu;Gun.Smoke (US, 860408);mame;gunsmoke;1986;Capcom (Romstar license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;gunsmoke;;;3;;;;
gunsmoke;Gun.Smoke (World, 851115);mame;;1985;Capcom;;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
gunsmokeb;Gun.Smoke (World, 851115) (bootleg);mame;gunsmoke;1985;bootleg;;2;270;joystick (8-way),joystick (8-way);good;1;raster;gunsmoke;;;3;;;;
gunbirdj;Gunbird (Japan);mame;gunbird;1994;Psikyo;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;gunbird;;;3;;;;
gunbirdk;Gunbird (Korea);mame;gunbird;1994;Psikyo;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;gunbird;;;3;;;;
gunbird;Gunbird (World);mame;;1994;Psikyo;;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;;
gunbird2;Gunbird 2 (set 1);mame;;1998;Psikyo;;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
gunbird2a;Gunbird 2 (set 2);mame;gunbird2;1998;Psikyo;;2;270;joystick (8-way),joystick (8-way);good;1;raster;gunbird2;;;3;;;;
gundhara;Gundhara;mame;;1995;Banpresto;;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
gundharac;Gundhara (Chinese, bootleg?);mame;gundhara;1995;Banpresto;;2;270;joystick (8-way),joystick (8-way);good;1;raster;gundhara;;;3;;;;
gunforcej;Gunforce - Battle Fire Engulfed Terror Island (Japan);mame;gunforce;1991;Irem;;2;0;joystick (8-way),joystick (8-way);good;1;raster;gunforce;;;2;;;;
gunforceu;Gunforce - Battle Fire Engulfed Terror Island (US);mame;gunforce;1991;Irem America;;2;0;joystick (8-way),joystick (8-way);good;1;raster;gunforce;;;2;;;;
gunforce;Gunforce - Battle Fire Engulfed Terror Island (World);mame;;1991;Irem;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
gunlocko;Gunlock (Ver 2.0O 1993/12/15);mame;gunlock;1993;Taito Corporation Japan;;4;270;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;gunlock;;;4;;;;
gunlock;Gunlock (Ver 2.3O 1994/01/20);mame;;1993;Taito Corporation Japan;;4;90;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;;
guwange;Guwange (Japan, Master Ver. 99/06/24);mame;;1999;Cave (Atlus license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
guwanges;Guwange (Japan, Special Ver. 00/07/07);mame;guwange;1999;Cave (Atlus license);;2;270;joystick (8-way),joystick (8-way);good;1;raster;guwange;;;3;;;;
gyruss;Gyruss;mame;;1983;Konami;;2;90;joystick (2-way),joystick (2-way);good;1;raster;;;;1;;;;
gyrussce;Gyruss (Centuri);mame;gyruss;1983;Konami (Centuri license);;2;90;joystick (2-way),joystick (2-way);good;1;raster;gyruss;;;1;;;;
gyrussb;Gyruss (bootleg?);mame;gyruss;1983;bootleg?;;2;90;joystick (2-way),joystick (2-way);good;1;raster;gyruss;;;1;;;;
hharryu;Hammerin' Harry (US, M84 hardware);mame;hharry;1990;Irem America;;2;0;joystick (8-way),joystick (8-way);good;1;raster;hharry;;;4;;;;
hharry;Hammerin' Harry (World, M81 hardware);mame;;1990;Irem;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;;
hharryb;Hammerin' Harry (World, M84 hardware bootleg);mame;hharry;1990;bootleg;;2;0;joystick (8-way),joystick (8-way);good;1;raster;hharry;;;4;;;;
hangon1;Hang-On;mame;hangon;1985;Sega;;1;0;paddle,pedal;good;1;raster;hangon;;;;;;;
hangon;Hang-On (Rev A);mame;;1985;Sega;;1;0;paddle,pedal;good;1;raster;;;;;;;;
hangon2;Hang-On (Rev A, ride-on);mame;hangon;1985;Sega;;1;0;paddle,pedal;good;1;raster;hangon;;;2;;;;
hangonjr;Hang-On Jr. (Rev. B);mame;;1985;Sega;;1;0;paddle,pedal;good;1;raster;;;;;;;;
hattrick;Hat Trick;mame;;1984;Bally/Sente;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;;
htchctch;Hatch Catch;mame;;1995;SemiCom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
hcastlee;Haunted Castle (version E);mame;hcastle;1988;Konami;;2;0;joystick (4-way),joystick (4-way);good;1;raster;hcastle;;;2;;;;
hcastlek;Haunted Castle (version K);mame;hcastle;1988;Konami;;2;0;joystick (4-way),joystick (4-way);good;1;raster;hcastle;;;2;;;;
hcastle;Haunted Castle (version M);mame;;1988;Konami;;2;0;joystick (4-way),joystick (4-way);good;1;raster;;;;2;;;;
hbarrelu;Heavy Barrel (US);mame;hbarrel;1987;Data East USA;;2;270;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;hbarrel;;;2;;;;
hbarrel;Heavy Barrel (World);mame;;1987;Data East Corporation;;2;270;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;;;;2;;;;
hvysmsha;Heavy Smash (Asia version -4);mame;hvysmsh;1993;Data East Corporation;;2;0;joystick (8-way),joystick (8-way);good;1;raster;hvysmsh;;;3;;;;
hvysmsh;Heavy Smash (Europe version -2);mame;;1993;Data East Corporation;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
hvysmshj;Heavy Smash (Japan version -2);mame;hvysmsh;1993;Data East Corporation;;2;0;joystick (8-way),joystick (8-way);good;1;raster;hvysmsh;;;3;;;;
hellfire1;Hellfire (1P set);mame;hellfire;1989;Toaplan (Taito license);;2;0;joystick (8-way),joystick (8-way);good;1;raster;hellfire;;;2;;;;
hellfire1a;Hellfire (1P set, older);mame;hellfire;1989;Toaplan (Taito license);;2;0;joystick (8-way),joystick (8-way);good;1;raster;hellfire;;;2;;;;
hellfire;Hellfire (2P set);mame;;1989;Toaplan (Taito license);;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
hellfire2a;Hellfire (2P set, older);mame;hellfire;1989;Toaplan (Taito license);;2;0;joystick (8-way),joystick (8-way);good;1;raster;hellfire;;;2;;;;
hookj;Hook (Japan);mame;hook;1992;Irem;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;hook;;;2;;;;
hooku;Hook (US);mame;hook;1992;Irem America;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;hook;;;2;;;;
hook;Hook (World);mame;;1992;Irem;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
hotrodja;Hot Rod (Japan, 4 Players, Floppy Based, Rev B);mame;hotrod;1988;Sega;;4;0;dial,pedal,dial,pedal,dial,pedal,dial,pedal;good;1;raster;hotrod;;;;;;;
hotrodj;Hot Rod (Japan, 4 Players, Floppy Based, Rev C);mame;hotrod;1988;Sega;;4;0;dial,pedal,dial,pedal,dial,pedal,dial,pedal;good;1;raster;hotrod;;;;;;;
hotrod;Hot Rod (World, 3 Players, Turbo set 1, Floppy Based);mame;;1988;Sega;;4;0;dial,pedal,dial,pedal,dial,pedal,dial,pedal;good;1;raster;;;;;;;;
hotroda;Hot Rod (World, 3 Players, Turbo set 2, Floppy Based);mame;hotrod;1988;Sega;;4;0;dial,pedal,dial,pedal,dial,pedal,dial,pedal;good;1;raster;hotrod;;;;;;;
hotdogst;Hotdog Storm (Korea);mame;;1996;Marble (Ace International license);;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
hotd;The House of the Dead;mame;;1997;Sega;;2;0;lightgun,lightgun;preliminary;1;raster;;;;1;;;;
hotdp;The House of the Dead (prototype);mame;hotd;1997;Sega;;2;0;lightgun,lightgun;preliminary;1;raster;hotd;;;1;;;;
hotd2o;The House of the Dead 2;mame;hotd2;1998;Sega;;2;0;lightgun,lightgun;preliminary;1;raster;hotd2;;;2;;;;
hotd2e;The House of the Dead 2 (Export);mame;hotd2;1998;Sega;;2;0;lightgun,lightgun;preliminary;1;raster;hotd2;;;2;;;;
hotd2;The House of the Dead 2 (USA);mame;;1998;Sega;;2;0;lightgun,lightgun;preliminary;1;raster;hod2bios;;;2;;;;
hotd2p;The House of the Dead 2 (prototype);mame;hotd2;1998;Sega;;2;0;lightgun,lightgun;preliminary;1;raster;hotd2;;;2;;;;
hotd4a;The House of the Dead 4 (Export) (Rev A);mame;hotd4;2005;Sega;;0;;;preliminary;0;;hotd4;;chd;;;;;
hotd4;The House of the Dead 4 (Export) (Rev B);mame;;2005;Sega;;0;;;preliminary;0;;lindbios;;chd;;;;;
hotdex;The House of the Dead EX (Japan);mame;;2008;Sega;;0;;;preliminary;0;;lindbios;;chd;;;;;
hotd3;The House of the Dead III (GDX-0001);mame;;2002;Sega / Wow Entertainment;;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;chihiro;;chd;6;;;;
wofhfh;Huo Feng Huang (Chinese bootleg of Sangokushi II);mame;wof;1999;bootleg;;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;wof;;;3;;;;
hyperath;Hyper Athlete (GV021 Japan 1.00);mame;;1996;Konami;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;konamigv;;chd;3;;;;
hyprduel;Hyper Duel (Japan set 1);mame;;1993;Technosoft;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
hyprduel2;Hyper Duel (Japan set 2);mame;hyprduel;1993;Technosoft;;2;0;joystick (8-way),joystick (8-way);good;1;raster;hyprduel;;;3;;;;
hsf2d;Hyper Street Fighter II: The Anniversary Edition (Asia 040202 Phoenix Edition) (bootleg);mame;hsf2;2004;bootleg;;2;0;joystick (8-way),joystick (8-way);good;1;raster;hsf2;;;6;;;;
hsf2a;Hyper Street Fighter II: The Anniversary Edition (Asia 040202);mame;hsf2;2004;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;hsf2;;;6;;;;
hsf2j1;Hyper Street Fighter II: The Anniversary Edition (Japan 031222);mame;hsf2;2004;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;hsf2;;;6;;;;
hsf2j;Hyper Street Fighter II: The Anniversary Edition (Japan 040202);mame;hsf2;2004;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;hsf2;;;6;;;;
hsf2;Hyper Street Fighter II: The Anniversary Edition (USA 040202);mame;;2004;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;;
ibarablka;Ibara Kuro Black Label (2006/02/06 MASTER VER.);mame;ibarablk;2006;Cave (AMI license);;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;ibarablk;;;4;;;;
ibarablk;Ibara Kuro Black Label (2006/02/06. MASTER VER.);mame;;2006;Cave (AMI license);;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;;
ikarijp;Ikari (Japan No Continues);mame;ikari;1986;SNK;;2;270;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;ikari;;;2;;;;
ikarijpb;Ikari (Joystick hack bootleg);mame;ikari;1986;bootleg;;2;270;joystick (8-way),joystick (8-way);good;1;raster;ikari;;;2;;;;
ikari3u;Ikari III - The Rescue (US, Rotary Joystick);mame;ikari3;1989;SNK;;2;0;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;ikari3;;;3;;;;
ikari3;Ikari III - The Rescue (World version 1, 8-Way Joystick);mame;;1989;SNK;;2;0;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;;;;3;;;;
ikari3w;Ikari III - The Rescue (World, Rotary Joystick);mame;ikari3;1989;SNK;;2;0;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;ikari3;;;3;;;;
ikari3j;Ikari Three (Japan, Rotary Joystick);mame;ikari3;1989;SNK;;2;0;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;ikari3;;;3;;;;
ikari3k;Ikari Three (Korea, 8-Way Joystick);mame;ikari3;1989;SNK;;2;0;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;ikari3;;;3;;;;
ikari;Ikari Warriors (US JAMMA);mame;;1986;SNK;;2;270;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;;;;2;;;;
ikarinc;Ikari Warriors (US No Continues);mame;ikari;1986;SNK;;2;270;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;ikari;;;2;;;;
ikaria;Ikari Warriors (US, set 1);mame;ikari;1986;SNK;;2;270;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;ikari;;;2;;;;
ikaria2;Ikari Warriors (US, set 2);mame;ikari;1986;SNK;;2;270;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;ikari;;;2;;;;
inthuntu;In The Hunt (US);mame;inthunt;1993;Irem America;;2;0;joystick (8-way),joystick (8-way);good;1;raster;inthunt;;;2;;;;
inthunt;In The Hunt (World);mame;;1993;Irem;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
indytempd;Indiana Jones and the Temple of Doom (German);mame;indytemp;1985;Atari Games;;1;0;joystick (8-way);imperfect;1;raster;indytemp;;;1;;;;
indytempc;Indiana Jones and the Temple of Doom (cocktail);mame;indytemp;1985;Atari Games;;1;0;joystick (8-way);imperfect;1;raster;indytemp;;;1;;;;
indytemp;Indiana Jones and the Temple of Doom (set 1);mame;;1985;Atari Games;;1;0;joystick (8-way);imperfect;1;raster;atarisy1;;;1;;;;
indytemp2;Indiana Jones and the Temple of Doom (set 2);mame;indytemp;1985;Atari Games;;1;0;joystick (8-way);imperfect;1;raster;indytemp;;;1;;;;
indytemp3;Indiana Jones and the Temple of Doom (set 3);mame;indytemp;1985;Atari Games;;1;0;joystick (8-way);imperfect;1;raster;indytemp;;;1;;;;
indytemp4;Indiana Jones and the Temple of Doom (set 4);mame;indytemp;1985;Atari Games;;1;0;joystick (8-way);imperfect;1;raster;indytemp;;;1;;;;
turbobl;Indianapolis (bootleg of Turbo);mame;turbo;1981;bootleg;;1;270;dial;imperfect;1;raster;turbo;;;3;;;;
offroad3;Ironman Ivan Stewart's Super Off-Road (rev 3);mame;offroad;1989;Leland Corporation;;3;0;dial,pedal,dial,pedal,dial,pedal;good;1;raster;offroad;;;1;;;;
offroad;Ironman Ivan Stewart's Super Off-Road (rev 4);mame;;1989;Leland Corporation;;3;0;dial,pedal,dial,pedal,dial,pedal;good;1;raster;;;;1;;;;
offroadt;Ironman Ivan Stewart's Super Off-Road Track-Pak;mame;;1989;Leland Corporation;;3;0;dial,pedal,dial,pedal,dial,pedal;good;1;raster;;;;1;;;;
offroadt2p;Ironman Ivan Stewart's Super Off-Road Track-Pak (rev 4, 2 Players);mame;offroadt;1989;Leland Corporation;;2;0;dial,pedal,dial,pedal;good;1;raster;offroadt;;;1;;;;
jjsquawk;J. J. Squawkers;mame;;1993;Athena / Able;;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;;
jjsquawkb;J. J. Squawkers (bootleg);mame;jjsquawk;1999;bootleg;;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;jjsquawk;;;3;;;;
jjsquawkb2;J. J. Squawkers (bootleg, Blandia Conversion);mame;jjsquawk;1999;bootleg;;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;jjsquawk;;;3;;;;
jjsquawko;J. J. Squawkers (older);mame;jjsquawk;1993;Athena / Able;;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;jjsquawk;;;3;;;;
zaxxonb;Jackson;mame;zaxxon;1982;bootleg;;2;90;joystick (8-way),joystick (8-way);imperfect;1;raster;zaxxon;;;1;;;;
powyak96;Jikkyou Powerful Pro Yakyuu '96 (GV017 Japan 1.03);mame;;1996;Konami;;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;konamigv;;chd;3;;;;
powyakex;Jikkyou Powerful Pro Yakyuu EX (GX802 VER. JAB);mame;;1998;Konami;;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;sys573;;chd;6;;;;
jojojr2;JoJo no Kimyou na Bouken (Japan 981202);mame;jojo;1998;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;;chd;6;;;;
jojojr1;JoJo no Kimyou na Bouken (Japan 990108);mame;jojo;1998;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;;chd;6;;;;
jojoj;JoJo no Kimyou na Bouken (Japan 990128);mame;jojo;1998;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;;chd;6;;;;
jojobajr1;JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990913);mame;jojoba;1999;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;;chd;6;;;;
jojobanr1;JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990913, NO CD);mame;jojoba;1999;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;;;6;;;;
jojobaj;JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990927);mame;jojoba;1999;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;;chd;6;;;;
jojoban;JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990927, NO CD);mame;jojoba;1999;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;;;6;;;;
jojobar1;JoJo's Bizarre Adventure (Euro 990913);mame;jojoba;1999;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;;chd;6;;;;
jojobaner1;JoJo's Bizarre Adventure (Euro 990913, NO CD);mame;jojoba;1999;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;;;6;;;;
jojoba;JoJo's Bizarre Adventure (Euro 990927);mame;;1999;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;chd;6;;;;
jojobane;JoJo's Bizarre Adventure (Euro 990927, NO CD);mame;jojoba;1999;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;;;6;;;;
jojonr2;JoJo's Venture (Asia 981202, NO CD);mame;jojo;1998;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;;;6;;;;
jojonr1;JoJo's Venture (Asia 990108, NO CD);mame;jojo;1998;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;;;6;;;;
jojon;JoJo's Venture (Asia 990128, NO CD);mame;jojo;1998;Capcom;;2;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;;;6;;;;
