#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
bublbobl;Bubble Bobble;mame0.37b5;;1986;Taito Corporation;;;;;;0;;;;;;;;;
bublbobr;Bubble Bobble (US with mode select);mame0.37b5;bublbobl;1986;Taito America Corporation (Romstar license);;;;;;0;;bublbobl;;;;;;;
bubbobr1;Bubble Bobble (US);mame0.37b5;bublbobl;1986;Taito America Corporation (Romstar license);;;;;;0;;bublbobl;;;;;;;
bubbles;Bubbles;mame0.37b5;;1982;Williams;;;;;;0;;;;;;;;;
bubblesr;Bubbles (Solid Red label);mame0.37b5;bubbles;1982;Williams;;;;;;0;;bubbles;;;;;;;
bnj;Bump 'n' Jump;mame0.37b5;brubber;1982;Data East USA (Bally Midway license);;;;;;0;;brubber;;;;;;;
btime;Burger Time (Data East set 1);mame0.37b5;;1982;Data East Corporation;;;;;;0;;;;;;;;;
btime2;Burger Time (Data East set 2);mame0.37b5;btime;1982;Data East Corporation;;;;;;0;;btime;;;;;;;
btimem;Burger Time (Midway);mame0.37b5;btime;1982;Data East (Bally Midway license);;;;;;0;;btime;;;;;;;
brubber;Burnin' Rubber;mame0.37b5;;1982;Data East;;;;;;0;;;;;;;;;
burningf;Burning Fight (set 1);mame0.37b5;;1991;SNK;;;;;;0;;neogeo;;;;;;;
burningh;Burning Fight (set 2);mame0.37b5;burningf;1991;SNK;;;;;;0;;burningf;;;;;;;
burnforc;Burning Force (Japan);mame0.37b5;;1989;Namco;;;;;;0;;;;;;;;;
bbros;Buster Bros (US);mame0.37b5;pang;1989;Capcom;;;;;;0;;pang;;;;;;;
cabal;Cabal (US set 1);mame0.37b5;;1988;Tad (Fabtek license);;;;;;0;;;;;;;;;
cabal2;Cabal (US set 2);mame0.37b5;cabal;1988;Tad (Fabtek license);;;;;;0;;cabal;;;;;;;
cabalbl;Cabal (bootleg);mame0.37b5;cabal;1988;bootleg;;;;;;0;;cabal;;;;;;;
cachat;Cachat (Japan);mame0.37b5;;1993;Taito Corporation;;;;;;0;;;;;;;;;
dinoj;Cadillacs Kyouryuu-Shinseiki (Japan);mame0.37b5;dino;1993;Capcom;;;;;;0;;dino;;;;;;;
dino;Cadillacs and Dinosaurs (World);mame0.37b5;;1993;Capcom;;;;;;0;;;;;;;;;
calibr50;Caliber 50;mame0.37b5;;1989;Athena / Seta;;;;;;0;;;;;;;;;
calipso;Calipso;mame0.37b5;;1982;[Stern] (Tago license);;;;;;0;;;;;;;;;
cameltry;Camel Try (Japan);mame0.37b5;;1989;Taito Corporation;;;;;;0;;;;;;;;;
cameltru;Camel Try (US);mame0.37b5;cameltry;1989;Taito America Corporation;;;;;;0;;cameltry;;;;;;;
canyon;Canyon Bomber;mame0.37b5;;1977;Atari;;;;;;0;;;;;;;;;
canbprot;Canyon Bomber (prototype);mame0.37b5;canyon;1977;Atari;;;;;;0;;canyon;;;;;;;
cbasebal;Capcom Baseball (Japan);mame0.37b5;;1989;Capcom;;;;;;0;;;;;;;;;
capbowl;Capcom Bowling (set 1);mame0.37b5;;1988;Incredible Technologies;;;;;;0;;;;;;;;;
capbowl2;Capcom Bowling (set 2);mame0.37b5;capbowl;1988;Incredible Technologies;;;;;;0;;capbowl;;;;;;;
cworld;Capcom World (Japan);mame0.37b5;;1989;Capcom;;;;;;0;;;;;;;;;
cworld2j;Capcom World 2 (Japan);mame0.37b5;;1992;Capcom;;;;;;0;;;;;;;;;
captcomj;Captain Commando (Japan);mame0.37b5;captcomm;1991;Capcom;;;;;;0;;captcomm;;;;;;;
captcomu;Captain Commando (US);mame0.37b5;captcomm;1991;Capcom;;;;;;0;;captcomm;;;;;;;
captcomm;Captain Commando (World);mame0.37b5;;1991;Capcom;;;;;;0;;;;;;;;;
csilver;Captain Silver (Japan);mame0.37b5;;1987;Data East Corporation;;;;;;0;;;;;;;;;
caractn;Car Action;mame0.37b5;brubber;1983;bootleg;;;;;;0;;brubber;;;;;;;
carnvckt;Carnival (cocktail);mame0.37b5;carnival;1980;Sega;;;;;;0;;carnival;;;;;;;
carnival;Carnival (upright);mame0.37b5;;1980;Sega;;;;;;0;;;;;;;;;
cawing;Carrier Air Wing (World);mame0.37b5;;1990;Capcom;;;;;;0;;;;;;;;;
cninjau;Caveman Ninja (US);mame0.37b5;cninja;1991;Data East Corporation;;;;;;0;;cninja;;;;;;;
cninja0;Caveman Ninja (World revision 0);mame0.37b5;cninja;1991;Data East Corporation;;;;;;0;;cninja;;;;;;;
cninja;Caveman Ninja (World revision 3);mame0.37b5;;1991;Data East Corporation;;;;;;0;;;;;;;;;
centipdb;Centipede (bootleg set 1);mame0.37b5;centiped;1980;bootleg;;;;;;0;;centiped;;;;;;;
centipb2;Centipede (bootleg set 2);mame0.37b5;centiped;1980;bootleg;;;;;;0;;centiped;;;;;;;
centipd2;Centipede (revision 2);mame0.37b5;centiped;1980;Atari;;;;;;0;;centiped;;;;;;;
centiped;Centipede (revision 3);mame0.37b5;;1980;Atari;;;;;;0;;;;;;;;;
cerberus;Cerberus;mame0.37b5;;1985;Cinematronics;;;;;;0;;;;;;;;;
challeng;Challenger;mame0.37b5;;1980;GamePlan (Centuri license);;;;;;0;;;;;;;;;
champbas;Champion Baseball;mame0.37b5;;1983;Sega;;;;;;0;;;;;;;;;
champbbj;Champion Baseball (Japan);mame0.37b5;champbas;1983;Alpha Denshi Co.;;;;;;0;;champbas;;;;;;;
champbb2;Champion Baseball II;mame0.37b5;;1983;Sega;;;;;;0;;;;;;;;;
champwrj;Champion Wrestler (Japan);mame0.37b5;champwr;1989;Taito Corporation;;;;;;0;;champwr;;;;;;;
champwru;Champion Wrestler (US);mame0.37b5;champwr;1989;Taito America Corporation;;;;;;0;;champwr;;;;;;;
champwr;Champion Wrestler (World);mame0.37b5;;1989;Taito Corporation Japan;;;;;;0;;;;;;;;;
csprint;Championship Sprint;mame0.37b5;;1986;Atari Games;;;;;;0;;;;;;;;;
changes;Changes;mame0.37b5;;1982;Orca;;;;;;0;;;;;;;;;
checkman;Checkman;mame0.37b5;;1982;Zilec-Zenitone;;;;;;0;;;;;;;;;
checkmaj;Checkman (Japan);mame0.37b5;checkman;1982;Jaleco;;;;;;0;;checkman;;;;;;;
checkmat;Checkmate;mame0.37b5;;1977;Midway;;;;;;0;;;;;;;;;
cheekyms;Cheeky Mouse;mame0.37b5;;;Universal;;;;;;0;;;;;;;;;
chelnovj;Chelnov - Atomic Runner (Japan);mame0.37b5;chelnov;1988;Data East Corporation;;;;;;0;;chelnov;;;;;;;
chelnov;Chelnov - Atomic Runner (US);mame0.37b5;;1988;Data East USA;;;;;;0;;;;;;;;;
cheyenne;Cheyenne (version 1.0);mame0.37b5;;1984;Exidy;;;;;;0;;;;;;;;;
marukodq;Chibi Marukochan Deluxe Quiz;mame0.37b5;;1995;Takara;;;;;;0;;neogeo;;;;;;;
cshift;Chicken Shift;mame0.37b5;;1984;Bally/Sente;;;;;;0;;;;;;;;;
chikij;Chiki Chiki Boys (Japan);mame0.37b5;mtwins;1990;Capcom;;;;;;0;;mtwins;;;;;;;
chiller;Chiller (version 3.0);mame0.37b5;;1986;Exidy;;;;;;0;;;;;;;;;
chimerab;Chimera Beast;mame0.37b5;;1993;Jaleco;;;;;;0;;;;;;;;;
chplft;Choplifter;mame0.37b5;;1985;Sega;;;;;;0;;;;;;;;;
chplftb;Choplifter (alternate);mame0.37b5;chplft;1985;Sega;;;;;;0;;chplft;;;;;;;
chplftbl;Choplifter (bootleg);mame0.37b5;chplft;1985;bootleg;;;;;;0;;chplft;;;;;;;
chopper;Chopper I;mame0.37b5;;1988;SNK;;;;;;0;;;;;;;;;
chukatai;Chuka Taisen (Japan);mame0.37b5;;1988;Taito Corporation;;;;;;0;;;;;;;;;
circus;Circus;mame0.37b5;;1977;Exidy;;;;;;0;;;;;;;;;
circusc;Circus Charlie;mame0.37b5;;1984;Konami;;;;;;0;;;;;;;;;
circuscc;Circus Charlie (Centuri);mame0.37b5;circusc;1984;Konami (Centuri licence);;;;;;0;;circusc;;;;;;;
circusce;Circus Charlie (Centuri, earlier);mame0.37b5;circusc;1984;Konami (Centuri licence);;;;;;0;;circusc;;;;;;;
circusc2;Circus Charlie (no level select);mame0.37b5;circusc;1984;Konami;;;;;;0;;circusc;;;;;;;
cischeat;Cisco Heat;mame0.37b5;;1990;Jaleco;;;;;;0;;;;;;;;;
citycon;City Connection (set 1);mame0.37b5;;1985;Jaleco;;;;;;0;;;;;;;;;
citycona;City Connection (set 2);mame0.37b5;citycon;1985;Jaleco;;;;;;0;;citycon;;;;;;;
claypign;Clay Pigeon (version 2.0);mame0.37b5;;1986;Exidy;;;;;;0;;;;;;;;;
cloak;Cloak & Dagger;mame0.37b5;;1983;Atari;;;;;;0;;;;;;;;;
cloud9;Cloud 9 (prototype);mame0.37b5;;1983;Atari;;;;;;0;;;;;;;;;
clowns;Clowns;mame0.37b5;;1978;Midway;;;;;;0;;;;;;;;;
cobracmj;Cobra-Command (Japan);mame0.37b5;cobracom;1988;Data East Corporation;;;;;;0;;cobracom;;;;;;;
cobracom;Cobra-Command (World revision 5);mame0.37b5;;1988;Data East Corporation;;;;;;0;;;;;;;;;
colony7;Colony 7 (set 1);mame0.37b5;;1981;Taito;;;;;;0;;;;;;;;;
colony7a;Colony 7 (set 2);mame0.37b5;colony7;1981;Taito;;;;;;0;;colony7;;;;;;;
combat;Combat (version 3.0);mame0.37b5;;1985;Exidy;;;;;;0;;;;;;;;;
combascj;Combat School (Japan trackball);mame0.37b5;combasc;1987;Konami;;;;;;0;;combasc;;;;;;;
combascb;Combat School (bootleg);mame0.37b5;combasc;1988;bootleg;;;;;;0;;combasc;;;;;;;
combasc;Combat School (joystick);mame0.37b5;;1988;Konami;;;;;;0;;;;;;;;;
combasct;Combat School (trackball);mame0.37b5;combasc;1987;Konami;;;;;;0;;combasc;;;;;;;
commsega;Commando (Sega);mame0.37b5;;1983;Sega;;;;;;0;;;;;;;;;
commandu;Commando (US);mame0.37b5;commando;1985;Capcom (Data East USA license);;;;;;0;;commando;;;;;;;
commando;Commando (World);mame0.37b5;;1985;Capcom;;;;;;0;;;;;;;;;
comotion;Comotion;mame0.37b5;;1976;Gremlin;;;;;;0;;;;;;;;;
congo;Congo Bongo;mame0.37b5;;1983;Sega;;;;;;0;;;;;;;;;
contrajb;Contra (Japan bootleg);mame0.37b5;contra;1987;bootleg;;;;;;0;;contra;;;;;;;
contraj;Contra (Japan);mame0.37b5;contra;1987;Konami;;;;;;0;;contra;;;;;;;
contrab;Contra (US bootleg);mame0.37b5;contra;1987;bootleg;;;;;;0;;contra;;;;;;;
contra;Contra (US);mame0.37b5;;1987;Konami;;;;;;0;;;;;;;;;
cookrace;Cook Race;mame0.37b5;btime;1982;bootleg;;;;;;0;;btime;;;;;;;
clbowl;Coors Light Bowling;mame0.37b5;capbowl;1989;Incredible Technologies;;;;;;0;;capbowl;;;;;;;
cop01;Cop 01 (set 1);mame0.37b5;;1985;Nichibutsu;;;;;;0;;;;;;;;;
cop01a;Cop 01 (set 2);mame0.37b5;cop01;1985;Nichibutsu;;;;;;0;;cop01;;;;;;;
copsnrob;Cops'n Robbers;mame0.37b5;;1976;Atari;;;;;;0;;;;;;;;;
cosmica;Cosmic Alien;mame0.37b5;;1979;Universal;;;;;;0;;;;;;;;;
cosmica2;Cosmic Alien (older);mame0.37b5;cosmica;1979;Universal;;;;;;0;;cosmica;;;;;;;
cavenger;Cosmic Avenger;mame0.37b5;;1981;Universal;;;;;;0;;;;;;;;;
cchasm;Cosmic Chasm (set 1);mame0.37b5;;1983;Cinematronics / GCE;;;;;;0;;;;;;;;;
cchasm1;Cosmic Chasm (set 2);mame0.37b5;cchasm;1983;Cinematronics / GCE;;;;;;0;;cchasm;;;;;;;
cosmicg;Cosmic Guerilla;mame0.37b5;;1979;Universal;;;;;;0;;;;;;;;;
cosmicmo;Cosmic Monsters;mame0.37b5;invaders;1979;Universal;;;;;;0;;invaders;;;;;;;
cosmognj;Cosmo Gang the Video (Japan);mame0.37b5;cosmogng;1991;Namco;;;;;;0;;cosmogng;;;;;;;
cosmogng;Cosmo Gang the Video (US);mame0.37b5;;1991;Namco;;;;;;0;;;;;;;;;
cottong;Cotocoto Cottong;mame0.37b5;locomotn;1982;bootleg;;;;;;0;;locomotn;;;;;;;
cracksht;Crackshot (version 2.0);mame0.37b5;;1985;Exidy;;;;;;0;;;;;;;;;
crash;Crash;mame0.37b5;;1979;Exidy;;;;;;0;;;;;;;;;
crater;Crater Raider;mame0.37b5;;1984;Bally Midway;;;;;;0;;;;;;;;;
crbaloon;Crazy Balloon (set 1);mame0.37b5;;1980;Taito Corporation;;;;;;0;;;;;;;;;
crbalon2;Crazy Balloon (set 2);mame0.37b5;crbaloon;1980;Taito Corporation;;;;;;0;;crbaloon;;;;;;;
crazyblk;Crazy Blocks;mame0.37b5;mrjong;1983;Kiwako (ECI license);;;;;;0;;mrjong;;;;;;;
cclimbrj;Crazy Climber (Japan);mame0.37b5;cclimber;1980;Nichibutsu;;;;;;0;;cclimber;;;;;;;
cclimber;Crazy Climber (US);mame0.37b5;;1980;Nichibutsu;;;;;;0;;;;;;;;;
ccboot;Crazy Climber (bootleg set 1);mame0.37b5;cclimber;1980;bootleg;;;;;;0;;cclimber;;;;;;;
ccboot2;Crazy Climber (bootleg set 2);mame0.37b5;cclimber;1980;bootleg;;;;;;0;;cclimber;;;;;;;
cclimbr2;Crazy Climber 2 (Japan);mame0.37b5;;1988;Nichibutsu;;;;;;0;;;;;;;;;
crazycop;Crazy Cop (Japan);mame0.37b5;gbusters;1988;Konami;;;;;;0;;gbusters;;;;;;;
ckongalc;Crazy Kong (Alca bootleg);mame0.37b5;ckong;1981;bootleg;;;;;;0;;ckong;;;;;;;
ckongjeu;Crazy Kong (Jeutel bootleg);mame0.37b5;ckong;1981;bootleg;;;;;;0;;ckong;;;;;;;
ckongo;Crazy Kong (Orca bootleg);mame0.37b5;ckong;1981;bootleg;;;;;;0;;ckong;;;;;;;
ckongs;Crazy Kong (Scramble hardware);mame0.37b5;ckong;1981;bootleg;;;;;;0;;ckong;;;;;;;
ckong;Crazy Kong (set 1);mame0.37b5;;1981;Falcon;;;;;;0;;;;;;;;;
ckonga;Crazy Kong (set 2);mame0.37b5;ckong;1981;Falcon;;;;;;0;;ckong;;;;;;;
crimecj;Crime City (Japan);mame0.37b5;crimec;1989;Taito Corporation;;;;;;0;;crimec;;;;;;;
crimecu;Crime City (US);mame0.37b5;crimec;1989;Taito America Corporation;;;;;;0;;crimec;;;;;;;
crimec;Crime City (World);mame0.37b5;;1989;Taito Corporation Japan;;;;;;0;;;;;;;;;
crimfgtj;Crime Fighters (Japan 2 Players);mame0.37b5;crimfght;1989;Konami;;;;;;0;;crimfght;;;;;;;
crimfght;Crime Fighters (US 4 players);mame0.37b5;;1989;Konami;;;;;;0;;;;;;;;;
crimfgt2;Crime Fighters (World 2 Players);mame0.37b5;crimfght;1989;Konami;;;;;;0;;crimfght;;;;;;;
vendettj;Crime Fighters 2 (Japan);mame0.37b5;vendetta;1991;Konami;;;;;;0;;vendetta;;;;;;;
crossbow;Crossbow (version 2.0);mame0.37b5;;1983;Exidy;;;;;;0;;;;;;;;;
crsword;Crossed Swords;mame0.37b5;;1991;Alpha Denshi Co.;;;;;;0;;neogeo;;;;;;;
cbusterj;Crude Buster (Japan);mame0.37b5;cbuster;1990;Data East Corporation;;;;;;0;;cbuster;;;;;;;
cbusterw;Crude Buster (World FU version);mame0.37b5;cbuster;1990;Data East Corporation;;;;;;0;;cbuster;;;;;;;
cbuster;Crude Buster (World FX version);mame0.37b5;;1990;Data East Corporation;;;;;;0;;;;;;;;;
cruisin;Cruisin;mame0.37b5;citycon;1985;Jaleco (Kitkorp license);;;;;;0;;citycon;;;;;;;
crush3;Crush Roller (Kural - bootleg?);mame0.37b5;crush;1981;Kural Electric;;;;;;0;;crush;;;;;;;
crush2;Crush Roller (Kural Esco - bootleg?);mame0.37b5;crush;1981;Kural Esco Electric;;;;;;0;;crush;;;;;;;
crush;Crush Roller (Kural Samno);mame0.37b5;;1981;Kural Samno Electric;;;;;;0;;;;;;;;;
ccastles;Crystal Castles (set 1);mame0.37b5;;1983;Atari;;;;;;0;;;;;;;;;
ccastle2;Crystal Castles (set 2);mame0.37b5;ccastles;1983;Atari;;;;;;0;;ccastles;;;;;;;
cuebrick;Cuebrick;mame0.37b5;;1989;Konami;;;;;;0;;;;;;;;;
curvebal;Curve Ball;mame0.37b5;;1984;Mylstar;;;;;;0;;;;;;;;;
cutieq;Cutie Q;mame0.37b5;;1979;Namco;;;;;;0;;;;;;;;;
cybattlr;Cybattler;mame0.37b5;;1993;Jaleco;;;;;;0;;;;;;;;;
cyberlip;Cyber-Lip;mame0.37b5;;1990;SNK;;;;;;0;;neogeo;;;;;;;
cyberba2;Cyberball (Version 2);mame0.37b5;cyberbal;1988;Atari Games;;;;;;0;;cyberbal;;;;;;;
cyberbal;Cyberball (Version 4);mame0.37b5;;1988;Atari Games;;;;;;0;;;;;;;;;
cyberb2p;Cyberball 2072 (2 player);mame0.37b5;cyberbal;1989;Atari Games;;;;;;0;;cyberbal;;;;;;;
dcon;D-Con;mame0.37b5;;1992;Success (Seibu hardware);;;;;;0;;;;;;;;;
dday;D-Day;mame0.37b5;;1982;Olympia;;;;;;0;;;;;;;;;
ddayc;D-Day (Centuri);mame0.37b5;dday;1982;Olympia (Centuri license);;;;;;0;;dday;;;;;;;
ghoulsj;Dai Makai-Mura (Japan);mame0.37b5;ghouls;1988;Capcom;;;;;;0;;ghouls;;;;;;;
dairesya;Dai Ressya Goutou (Japan);mame0.37b5;ironhors;1986;[Konami] (Kawakusu license);;;;;;0;;ironhors;;;;;;;
dkgensan;Daiku no Gensan (Japan);mame0.37b5;hharry;1990;Irem;;;;;;0;;hharry;;;;;;;
dakkochn;DakkoChan Jansoh;mame0.37b5;;1987;Sega;;;;;;0;;;;;;;;;
dangar;Dangar - Ufo Robo (12/1/1986);mame0.37b5;;1986;Nichibutsu;;;;;;0;;;;;;;;;
dangar2;Dangar - Ufo Robo (9/26/1986);mame0.37b5;dangar;1986;Nichibutsu;;;;;;0;;dangar;;;;;;;
dangarb;Dangar - Ufo Robo (bootleg);mame0.37b5;dangar;1986;bootleg;;;;;;0;;dangar;;;;;;;
dangerz;Danger Zone;mame0.37b5;;1986;Cinematronics;;;;;;0;;;;;;;;;
dangseed;Dangerous Seed (Japan);mame0.37b5;;1989;Namco;;;;;;0;;;;;;;;;
dfeveron;Dangun Feveron (Japan);mame0.37b5;;1998;Cave (Nihon System license);;;;;;0;;;;;;;;;
indyheat;Danny Sullivan's Indy Heat;mame0.37b5;;1991;Leland Corp.;;;;;;0;;;;;;;;;
darkadv;Dark Adventure;mame0.37b5;devilw;1987;Konami;;;;;;0;;devilw;;;;;;;
darkplnt;Dark Planet;mame0.37b5;;1982;Stern;;;;;;0;;;;;;;;;
darkseaj;Dark Seal (Japan);mame0.37b5;darkseal;1990;Data East Corporation;;;;;;0;;darkseal;;;;;;;
darksea1;Dark Seal (World revision 1);mame0.37b5;darkseal;1990;Data East Corporation;;;;;;0;;darkseal;;;;;;;
darkseal;Dark Seal (World revision 3);mame0.37b5;;1990;Data East Corporation;;;;;;0;;;;;;;;;
darwin;Darwin 4078 (Japan);mame0.37b5;;1986;Data East Corporation;;;;;;0;;;;;;;;;
powj;Datsugoku - Prisoners of War (Japan);mame0.37b5;pow;1988;SNK;;;;;;0;;pow;;;;;;;
280zzzap;Datsun 280 Zzzap;mame0.37b5;;1976;Midway;;;;;;0;;;;;;;;;
deadconj;Dead Connection (Japan);mame0.37b5;deadconx;1992;Taito Corporation;;;;;;0;;deadconx;;;;;;;
deadconx;Dead Connection (World);mame0.37b5;;1992;Taito Corporation Japan;;;;;;0;;;;;;;;;
deadeye;Dead Eye;mame0.37b5;;1978;Meadows;;;;;;0;;;;;;;;;
defence;Defence Command;mame0.37b5;defender;1981;Outer Limits;;;;;;0;;defender;;;;;;;
redufo;Defend the Terra Attack on the Red UFO (bootleg);mame0.37b5;;;bootleg;;;;;;0;;;;;;;;;
defendg;Defender (Green label);mame0.37b5;defender;1980;Williams;;;;;;0;;defender;;;;;;;
defender;Defender (Red label);mame0.37b5;;1980;Williams;;;;;;0;;;;;;;;;
defendw;Defender (White label);mame0.37b5;defender;1980;Williams;;;;;;0;;defender;;;;;;;
defcmnd;Defense Command (set 1);mame0.37b5;defender;1980;bootleg;;;;;;0;;defender;;;;;;;
destderb;Demolition Derby;mame0.37b5;;1984;Bally Midway;;;;;;0;;;;;;;;;
destderm;Demolition Derby (2-Player Mono Board Version);mame0.37b5;destderb;1984;Bally Midway;;;;;;0;;destderb;;;;;;;
demon;Demon;mame0.37b5;;1982;Rock-ola;;;;;;0;;;;;;;;;
demonwld;Demon's World / Horror Story;mame0.37b5;;1989;Toaplan (Taito license);;;;;;0;;;;;;;;;
depthch;Depthcharge;mame0.37b5;;1977;Gremlin;;;;;;0;;;;;;;;;
desertgu;Desert Gun;mame0.37b5;;1977;Midway;;;;;;0;;;;;;;;;
desterth;Destination Earth;mame0.37b5;lrescue;1979;bootleg;;;;;;0;;lrescue;;;;;;;
detatwin;Detana!! Twin Bee (Japan);mame0.37b5;blswhstl;1991;Konami;;;;;;0;;blswhstl;;;;;;;
devstor3;Devastators (version V);mame0.37b5;devstors;1988;Konami;;;;;;0;;devstors;;;;;;;
devstor2;Devastators (version X);mame0.37b5;devstors;1988;Konami;;;;;;0;;devstors;;;;;;;
devstors;Devastators (version Z);mame0.37b5;;1988;Konami;;;;;;0;;;;;;;;;
devilfsh;Devil Fish;mame0.37b5;;1982;Artic;;;;;;0;;;;;;;;;
devilfsg;Devil Fish (Galaxian hardware, bootleg?);mame0.37b5;devilfsh;1984;Vision / Artic;;;;;;0;;devilfsh;;;;;;;
devilw;Devil World;mame0.37b5;;1987;Konami;;;;;;0;;;;;;;;;
devzone;Devil Zone;mame0.37b5;;1980;Universal;;;;;;0;;;;;;;;;
diamond;Diamond Run;mame0.37b5;;1989;KH Video;;;;;;0;;;;;;;;;
digdugat;Dig Dug (Atari);mame0.37b5;digdug;1982;[Namco] (Atari license);;;;;;0;;digdug;;;;;;;
digdug;Dig Dug (set 1);mame0.37b5;;1982;Namco;;;;;;0;;;;;;;;;
digdugb;Dig Dug (set 2);mame0.37b5;digdug;1982;Namco;;;;;;0;;digdug;;;;;;;
digdug2;Dig Dug II (set 1);mame0.37b5;;1985;Namco;;;;;;0;;;;;;;;;
digdug2a;Dig Dug II (set 2);mame0.37b5;digdug2;1985;Namco;;;;;;0;;digdug2;;;;;;;
digger;Digger;mame0.37b5;;1980;Sega;;;;;;0;;;;;;;;;
dinorexj;Dino Rex (Japan);mame0.37b5;dinorex;1992;Taito Corporation;;;;;;0;;dinorex;;;;;;;
dinorexu;Dino Rex (US);mame0.37b5;dinorex;1992;Taito America Corporation;;;;;;0;;dinorex;;;;;;;
dinorex;Dino Rex (World);mame0.37b5;;1992;Taito Corporation Japan;;;;;;0;;;;;;;;;
disco;Disco No.1;mame0.37b5;;1982;Data East;;;;;;0;;;;;;;;;
dotrone;Discs of Tron (Environmental);mame0.37b5;dotron;1983;Bally Midway;;;;;;0;;dotron;;;;;;;
dotron;Discs of Tron (Upright);mame0.37b5;;1983;Bally Midway;;;;;;0;;;;;;;;;
dorunruc;Do! Run Run (Do's Castle hardware);mame0.37b5;dorunrun;1984;Universal;;;;;;0;;dorunrun;;;;;;;
dorunrun;Do! Run Run (set 1);mame0.37b5;;1984;Universal;;;;;;0;;;;;;;;;
dorunru2;Do! Run Run (set 2);mame0.37b5;dorunrun;1984;Universal;;;;;;0;;dorunrun;;;;;;;
ddonpach;Dodonpachi (Japan);mame0.37b5;;1997;Atlus/Cave;;;;;;0;;;;;;;;;
dogfight;Dog Fight;mame0.37b5;;1983;[Orca] Thunderbolt;;;;;;0;;;;;;;;;
dogpatch;Dog Patch;mame0.37b5;;1977;Midway;;;;;;0;;;;;;;;;
dogosoke;Dogou Souken;mame0.37b5;victroad;1986;SNK;;;;;;0;;victroad;;;;;;;
dogyuun;Dogyuun;mame0.37b5;;1991;Toaplan;;;;;;0;;;;;;;;;
dokaben;Dokaben (Japan);mame0.37b5;;1989;Capcom;;;;;;0;;;;;;;;;
domino;Domino Man;mame0.37b5;;1982;Bally Midway;;;;;;0;;;;;;;;;
dominos;Dominos;mame0.37b5;;1977;Atari;;;;;;0;;;;;;;;;
dondokod;Don Doko Don (Japan);mame0.37b5;;1989;Taito Corporation;;;;;;0;;;;;;;;;
dkongjp;Donkey Kong (Japan set 1);mame0.37b5;dkong;1981;Nintendo;;;;;;0;;dkong;;;;;;;
dkongjpo;Donkey Kong (Japan set 2);mame0.37b5;dkong;1981;Nintendo;;;;;;0;;dkong;;;;;;;
dkong;Donkey Kong (US);mame0.37b5;;1981;Nintendo of America;;;;;;0;;;;;;;;;
dkong3j;Donkey Kong 3 (Japan);mame0.37b5;dkong3;1983;Nintendo;;;;;;0;;dkong3;;;;;;;
dkong3;Donkey Kong 3 (US);mame0.37b5;;1983;Nintendo of America;;;;;;0;;;;;;;;;
dkngjrjp;Donkey Kong Jr. (Original Japanese);mame0.37b5;dkongjr;1982;bootleg?;;;;;;0;;dkongjr;;;;;;;
dkjrjp;Donkey Kong Junior (Japan);mame0.37b5;dkongjr;1982;Nintendo;;;;;;0;;dkongjr;;;;;;;
dkongjr;Donkey Kong Junior (US);mame0.37b5;;1982;Nintendo of America;;;;;;0;;;;;;;;;
dkjrbl;Donkey Kong Junior (bootleg?);mame0.37b5;dkongjr;1982;Nintendo of America;;;;;;0;;dkongjr;;;;;;;
dotrikun;Dottori Kun (new version);mame0.37b5;;1990;Sega;;;;;;0;;;;;;;;;
dotriku2;Dottori Kun (old version);mame0.37b5;dotrikun;1990;Sega;;;;;;0;;dotrikun;;;;;;;
ddragon;Double Dragon (Japan);mame0.37b5;;1987;Technos;;;;;;0;;;;;;;;;
doubledr;Double Dragon (Neo-Geo);mame0.37b5;;1995;Technos;;;;;;0;;neogeo;;;;;;;
ddragonu;Double Dragon (US);mame0.37b5;ddragon;1987;[Technos] (Taito America license);;;;;;0;;ddragon;;;;;;;
ddragonb;Double Dragon (bootleg);mame0.37b5;ddragon;1987;bootleg;;;;;;0;;ddragon;;;;;;;
ddragon3;Double Dragon 3 - The Rosetta Stone;mame0.37b5;;1990;Technos;;;;;;0;;;;;;;;;
ddrago3b;Double Dragon 3 - The Rosetta Stone (bootleg);mame0.37b5;ddragon3;1990;bootleg;;;;;;0;;ddragon3;;;;;;;
ddragon2;Double Dragon II - The Revenge;mame0.37b5;;1988;Technos;;;;;;0;;;;;;;;;
ddribble;Double Dribble;mame0.37b5;;1986;Konami;;;;;;0;;;;;;;;;
dplay;Double Play;mame0.37b5;einnings;1977;Midway;;;;;;0;;einnings;;;;;;;
downtown;DownTown;mame0.37b5;;1989;Seta;;;;;;0;;;;;;;;;
drtoppel;Dr. Toppel's Tankentai (Japan);mame0.37b5;;1987;Taito Corporation;;;;;;0;;;;;;;;;
dbreed;Dragon Breed;mame0.37b5;;1989;Irem;;;;;;0;;;;;;;;;
drgnbstr;Dragon Buster;mame0.37b5;;1984;Namco;;;;;;0;;;;;;;;;
dsaber;Dragon Saber;mame0.37b5;;1990;Namco;;;;;;0;;;;;;;;;
dsaberj;Dragon Saber (Japan);mame0.37b5;dsaber;1990;Namco;;;;;;0;;dsaber;;;;;;;
dspirit;Dragon Spirit (new version);mame0.37b5;;1987;Namco;;;;;;0;;;;;;;;;
